Treatment,Replicate,Value
Control,Rep2,93.27293420936336
Control,Rep2,96.16793108455641
Control,Rep2,103.4991737468957
Control,Rep2,93.63855844924832
Control,Rep2,88.8209439166892
Control,Rep2,95.08396867607634
Control,Rep2,95.14987109400101
Control,Rep2,92.79224408066224
Control,Rep2,79.4587371473015
Control,Rep2,84.15484402353671
Control,Rep2,90.54348069006312
Control,Rep2,97.37196308594602
Control,Rep2,94.47140034441705
Control,Rep2,108.31193048686737
Control,Rep2,106.88380555011236
Control,Rep2,90.74843378742928
Control,Rep2,95.70669546870324
Control,Rep2,92.91969909530839
Control,Rep2,87.99543199457254
Control,Rep2,69.70177325864418
Control,Rep2,108.47054270459331
Control,Rep2,93.83299873244073
Control,Rep2,91.40201263401991
Control,Rep2,92.73345296251942
Control,Rep2,82.06664025805867
Control,Rep2,98.59134268477924
Control,Rep2,96.64252293328313
Control,Rep2,96.08891408682413
Control,Rep2,93.53705815126717
Control,Rep2,98.15686806668465
Control,Rep2,91.9057188417196
Control,Rep2,93.90065695929783
Control,Rep2,91.09145808951882
Control,Rep2,83.35749455559787
Control,Rep2,98.56139653252697
Control,Rep2,102.19724415413901
Control,Rep2,113.74978740056956
Control,Rep2,97.77222584006564
Control,Rep2,87.0634065657298
Control,Rep2,89.22085964229046
Control,Rep2,90.30227037526181
Control,Rep2,92.5953902150387
Control,Rep2,104.67974186526557
Control,Rep2,103.25318562598802
Control,Rep2,98.05320576172471
Control,Rep2,90.51733859412957
Control,Rep2,103.3062298878926
Control,Rep2,85.46117229882805
Control,Rep2,96.96399463044644
Control,Rep2,93.5661687029078
Control,Rep2,106.74083368808763
Control,Rep2,80.99043171696178
Control,Rep2,99.31675454963649
Control,Rep2,85.95931051609675
Control,Rep2,100.43807836300377
Control,Rep2,106.86821842925835
Control,Rep2,87.94493445767992
Control,Rep2,89.33361351420459
Control,Rep2,95.57035494259542
Control,Rep2,118.41594724732161
Control,Rep2,85.72700373299884
Control,Rep2,102.52845253647945
Control,Rep2,83.0185166616267
Control,Rep2,99.38946192252145
Control,Rep2,88.0102804901183
Control,Rep2,97.23435932678981
Control,Rep2,90.03830997168718
Control,Rep2,74.11542909745138
Control,Rep2,83.45405821104619
Control,Rep2,90.8915857175855
Control,Rep2,98.09051873754179
Control,Rep2,85.9825899047895
Control,Rep2,98.54711192285254
Control,Rep2,107.80872137144783
Control,Rep2,96.9934204429869
Control,Rep2,97.1264249460238
Control,Rep2,99.64926687927283
Control,Rep2,73.39615641416906
Control,Rep2,79.11924169149482
Control,Rep2,87.86716931600816
Control,Rep2,104.27208429129433
Control,Rep2,118.9649608631823
Control,Rep2,117.39557246703954
Control,Rep2,72.10684301846811
Control,Rep2,97.37683573922348
Control,Rep2,87.91435205300745
Control,Rep2,88.17301808551171
Control,Rep2,95.6206102498863
Control,Rep2,99.76621680400916
Control,Rep2,100.95523506073938
Control,Rep2,96.27918225047993
Control,Rep2,89.48428187118692
Control,Rep2,95.69733702056676
Control,Rep2,103.85386556804113
Control,Rep2,97.30703033345759
Control,Rep2,105.54554471678433
Control,Rep2,92.21360847943349
Control,Rep2,97.31681373513035
Control,Rep2,111.59458346889701
Control,Rep2,92.41662753410262
Control,Rep2,94.2834746405423
Control,Rep2,84.56455776686857
Control,Rep2,95.11960818674339
Control,Rep2,91.52516387300714
Control,Rep2,99.24506854625534
Control,Rep2,85.9221234184846
Control,Rep2,99.86691076602415
Control,Rep2,98.08542425714988
Control,Rep2,99.48882787446317
Control,Rep2,96.25542001029149
Control,Rep2,99.02018154577792
Control,Rep2,97.21532273215645
Control,Rep2,88.71739252871778
Control,Rep2,91.24134997704394
Control,Rep2,113.80679835522898
Control,Rep2,95.06357026304515
Control,Rep2,90.79607645865636
Control,Rep2,97.3462471230134
Control,Rep2,99.52416516378958
Control,Rep2,97.16574883976148
Control,Rep2,85.33755533877485
Control,Rep2,90.03760182933014
Control,Rep2,98.97515674165398
Control,Rep2,80.84368860481699
Control,Rep2,87.85833844462763
Control,Rep2,85.77155309472253
Control,Rep2,94.78357291174117
Control,Rep2,85.84482678071201
Control,Rep2,104.75144236008681
Control,Rep2,91.84440764430863
Control,Rep2,83.19568375991827
Control,Rep2,77.88130355788381
Control,Rep2,105.02987611076942
Control,Rep2,81.59675478675383
Control,Rep2,91.21884772631638
Control,Rep2,98.5783193263755
Control,Rep2,99.20747317058272
Control,Rep2,92.64460998230442
Control,Rep2,112.22446533158914
Control,Rep2,92.43679161527201
Control,Rep2,76.87044927896059
Control,Rep2,106.8187573551412
Control,Rep2,112.21471886130641
Control,Rep2,94.0606728949129
Control,Rep2,102.34973135544561
Control,Rep2,104.88752917338854
Control,Rep2,90.16953878836667
Control,Rep2,93.88875441229524
Control,Rep2,99.6265419003856
Control,Rep2,97.22981298057191
Control,Rep2,89.07031274338094
Control,Rep2,101.93320829317786
Control,Rep2,94.29248078225339
Control,Rep2,96.4331423343097
Control,Rep2,94.00040527924338
Control,Rep2,104.04492662157304
Control,Rep2,98.00868666085026
Control,Rep2,87.9295856841746
Control,Rep2,98.93782879367346
Control,Rep2,97.39616336509124
Control,Rep2,94.26094108981678
Control,Rep2,102.48393532838877
Control,Rep2,107.420616723357
Control,Rep2,91.1130403738819
Control,Rep2,77.66651955789433
Control,Rep2,96.02738092938823
Control,Rep2,92.059576127553
Control,Rep2,86.64019253162003
Control,Rep2,86.7109988034882
Control,Rep2,106.82011701033119
Control,Rep2,90.05491519669108
Control,Rep2,100.44314563821928
Control,Rep2,116.01190450182351
Control,Rep2,86.20485498783177
Control,Rep2,100.8583232413282
Control,Rep2,98.50106305330063
Control,Rep2,99.28551389327849
Control,Rep2,86.20975036221382
Control,Rep2,100.61916850639834
Control,Rep2,106.36707825125853
Control,Rep2,85.79959494757072
Control,Rep2,87.61464201340537
Control,Rep2,99.46884164532176
Control,Rep2,104.53495289854236
Control,Rep2,94.42498822663015
Control,Rep2,82.83190155655531
Control,Rep2,88.33863075089477
Control,Rep2,85.86740787938317
Control,Rep2,98.83349594699489
Control,Rep2,104.55014293806886
Control,Rep2,99.7082773342573
Control,Rep2,100.62811903074294
Control,Rep2,89.93420572379853
Control,Rep2,85.14183358500028
Control,Rep2,90.00093693440627
Control,Rep2,101.60404093582719
Control,Rep2,96.53325995227605
Control,Rep2,99.25157039386905
Control,Rep2,91.46801970005151
Control,Rep2,96.62282844049783
Control,Rep2,87.14320877330306
Control,Rep2,75.20458969126658
Control,Rep2,84.37895783007896
Control,Rep2,85.89365837241603
Control,Rep2,98.37631125550571
Control,Rep2,109.8895906610632
Control,Rep2,101.83057057184627
Control,Rep2,94.31882873705497
Control,Rep2,101.30063506350965
Control,Rep2,85.7939891613408
Control,Rep2,94.8878170635083
Control,Rep2,100.49508860716188
Control,Rep2,89.54424793458718
Control,Rep2,87.8442823830368
Control,Rep2,111.53527519160028
Control,Rep2,79.81282951383878
Control,Rep2,108.33439176100546
Control,Rep2,100.74346914516195
Control,Rep2,103.32400337037228
Control,Rep2,96.67412887797124
Control,Rep2,78.46813095614618
Control,Rep2,77.6483560716247
Control,Rep2,102.78651581339446
Control,Rep2,86.37048527748232
Control,Rep2,92.03321545073302
Control,Rep2,111.68283855231039
Control,Rep2,100.45212072948513
Control,Rep2,85.24179960557647
Control,Rep2,110.32220076542299
Control,Rep2,94.59191474102055
Control,Rep2,96.71752008851713
Control,Rep2,96.14864774499809
Control,Rep2,83.13337686953919
Control,Rep2,85.53748236171845
Control,Rep2,103.43824068295845
Control,Rep2,101.68408082805588
Control,Rep2,103.68703446642296
Control,Rep2,100.13555084937417
Control,Rep2,96.09624696752131
Control,Rep2,109.55565848364228
Control,Rep2,96.94508149356648
Control,Rep2,86.95289169904405
Control,Rep2,112.55723509819339
Control,Rep2,101.8655950211845
Control,Rep2,104.98653053111707
Control,Rep2,103.8508375600328
Control,Rep2,87.64810055333604
Control,Rep2,100.00639695941275
Control,Rep2,78.63992419260215
Control,Rep2,100.08343722343984
Control,Rep2,101.9664670233257
Control,Rep2,105.12839276804725
Control,Rep2,108.40712248758642
Control,Rep2,91.87844706154738
Control,Rep2,90.164822395097
Control,Rep2,101.46906890940757
Control,Rep2,120.89265807594742
Control,Rep2,82.4154596797923
Control,Rep2,93.29355738393652
Control,Rep2,74.45577954346189
Control,Rep2,75.8980969266859
Control,Rep2,101.04170800082417
Control,Rep2,86.04714291410954
Control,Rep2,93.99433317629145
Control,Rep2,93.76313924818137
Control,Rep2,97.47266671662908
Control,Rep2,94.3987257428401
Control,Rep2,104.07029102506921
Control,Rep2,87.99799433763015
Control,Rep2,87.74855528990004
Control,Rep2,88.75647791505884
Control,Rep2,87.88866947823547
Control,Rep2,103.19569293019445
Control,Rep2,102.79404891019036
Control,Rep2,88.94417539238637
Control,Rep2,114.82441153750932
Control,Rep2,70.50325422876172
Control,Rep2,109.09149253638367
Control,Rep2,85.17704794175236
Control,Rep2,87.871888152849
Control,Rep2,88.92315571629501
Control,Rep2,87.2704541334115
Control,Rep2,102.37920656778886
Control,Rep2,78.26755131576863
Control,Rep2,81.37725368901997
Control,Rep2,96.21103625363057
Control,Rep2,110.8040868082796
Control,Rep2,108.88415314460796
Control,Rep2,111.23624839612532
Control,Rep2,92.09822063985847
Control,Rep2,86.63996183705505
Control,Rep2,101.06937092024519
Control,Rep2,102.02149941631025
Control,Rep2,93.19320845695353
Control,Rep2,101.45924272394534
Control,Rep2,84.26112518905073
Control,Rep2,113.26020529192587
Control,Rep2,88.14637249093843
Control,Rep2,100.570439439979
Control,Rep2,105.67375369640064
Control,Rep2,87.81494609021283
Control,Rep2,95.3172047160081
Control,Rep2,90.99227984278592
Control,Rep2,101.65277862740794
Control,Rep2,87.99561299483535
Control,Rep2,95.98516871729728
Control,Rep2,94.37123229790033
Control,Rep2,87.86597113275892
Control,Rep2,101.46453481943594
Control,Rep2,106.19935564322627
Control,Rep2,134.36202619361507
Control,Rep2,87.21299047736967
Control,Rep2,94.24875870613891
Control,Rep2,76.87133540469719
Control,Rep2,106.02877391185865
Control,Rep2,120.16280304502997
Control,Rep2,110.00559918522067
Control,Rep2,84.63154358785319
Control,Rep2,84.7797425171644
Control,Rep2,88.81988906602666
Control,Rep2,89.41295631367973
Control,Rep2,107.08168409058074
Control,Rep2,109.05403654913324
Control,Rep2,83.76880615251281
Control,Rep2,98.864198842754
Control,Rep2,90.7827872903287
Control,Rep2,76.3787161359696
Control,Rep2,101.78319683237805
Control,Rep2,97.59687669662382
Control,Rep2,97.57774139478437
Control,Rep2,104.55415327722143
Control,Rep2,104.3422761831846
Control,Rep2,81.98349552439552
Control,Rep2,97.99945256641355
Control,Rep2,101.04991454115616
Control,Rep2,99.17129696505434
Control,Rep2,99.01806474029954
Control,Rep2,85.40853536632915
Control,Rep2,86.53732699646078
Control,Rep2,104.15885508503001
Control,Rep2,96.69837331184702
Control,Rep2,83.4567976933473
Control,Rep2,106.33082928394253
Control,Rep2,104.92441293244363
Control,Rep2,81.79867260693257
Control,Rep2,99.75977136429243
Control,Rep2,104.0343139685056
Control,Rep2,99.45000472779039
Control,Rep2,86.86378354161226
Control,Rep2,92.5111578375802
Control,Rep2,92.22177207361872
Control,Rep2,107.1095037718293
Control,Rep2,109.89751215702215
Control,Rep2,93.17395036425562
Control,Rep2,105.86082035292456
Control,Rep2,100.49675566154266
Control,Rep2,90.07594902925733
Control,Rep2,98.99127041329575
Control,Rep2,85.50113588241014
Control,Rep2,86.97693285572484
Control,Rep2,85.20173278263341
Control,Rep2,94.17370969984134
Control,Rep2,112.77351872564739
Control,Rep2,81.70152373386858
Control,Rep2,74.60248970413696
Control,Rep2,92.8273263558936
Control,Rep2,87.6707523607112
Control,Rep2,105.63472098302043
Control,Rep2,85.90893182194866
Control,Rep2,99.82484484108598
Control,Rep2,90.49822989036478
Control,Rep2,102.75000116284069
Control,Rep2,85.3033951197873
Control,Rep2,83.79962549493165
Control,Rep2,97.82385840528696
Control,Rep2,103.02061804808356
Control,Rep2,95.73388427007126
Control,Rep2,96.68868069190788
Control,Rep2,98.3743847557992
Control,Rep2,108.03704037905769
Control,Rep2,97.67549895951106
Control,Rep2,99.97006648632274
Control,Rep2,102.45451948075781
Control,Rep2,111.5327567187088
Control,Rep2,105.07961137503395
Control,Rep2,90.2966833067145
Control,Rep2,102.8040515896578
Control,Rep2,98.995436924928
Control,Rep2,103.32893020525262
Control,Rep2,106.85300125390806
Control,Rep2,103.21622320306116
Control,Rep2,105.8482280914771
Control,Rep2,97.48270527476022
Control,Rep2,88.36386810968561
Control,Rep2,89.13389790300118
Control,Rep2,90.48917204560668
Control,Rep2,97.94958699151482
Control,Rep2,83.39003570877458
Control,Rep2,99.5386223515336
Control,Rep2,86.48903311278995
Control,Rep2,89.9849326705308
Control,Rep2,97.65518495096673
Control,Rep2,101.41398039539385
Control,Rep2,110.18349029647109
Control,Rep2,87.01614553529988
Control,Rep2,96.4112379678093
Control,Rep2,94.18439927383032
Control,Rep2,95.3995631748044
Control,Rep2,96.9177192848062
Control,Rep2,106.25025341532053
Control,Rep2,95.41385048735106
Control,Rep2,88.9644016872088
Control,Rep2,102.70572751994872
Control,Rep2,99.05649552358724
Control,Rep2,91.95225359665939
Control,Rep2,82.57908627567832
Control,Rep2,84.62434263806662
Control,Rep2,83.26205391448387
Control,Rep2,101.64027371804735
Control,Rep2,117.59223679297803
Control,Rep2,102.47611645288764
Control,Rep2,100.99502357696107
Control,Rep2,103.3380184099789
Control,Rep2,97.06413182283315
Control,Rep2,96.67559235177566
Control,Rep2,112.76868877914457
Control,Rep2,117.94730687584911
Control,Rep2,111.55884750587273
Control,Rep2,91.15378686654859
Control,Rep2,106.45415533255114
Control,Rep2,98.19536623853001
Control,Rep2,92.1431338778303
Control,Rep2,88.8471998203604
Control,Rep2,110.90006858795061
Control,Rep2,115.31903762421481
Control,Rep2,101.12471142108501
Control,Rep2,79.08573845968687
Control,Rep2,108.93348955168506
Control,Rep2,106.93187802860876
Control,Rep2,103.30937274952244
Control,Rep2,104.04338937954456
Control,Rep2,90.44681449409241
Control,Rep2,103.50604663258746
Control,Rep2,100.37525607521547
Control,Rep2,86.67955720108061
Control,Rep2,96.95666116475226
Control,Rep2,80.09443477142489
Control,Rep2,117.07724333467283
Control,Rep2,95.22521121258958
Control,Rep2,106.75931544070033
Control,Rep2,100.23640141769609
Control,Rep2,85.66942156628063
Control,Rep2,98.41841177039177
Control,Rep2,109.39623191172055
Control,Rep2,107.82300948711631
Control,Rep2,103.83613243854381
Control,Rep2,95.81972629246434
Control,Rep2,92.30575965114318
Control,Rep2,97.54297423592017
Control,Rep2,106.336880020042
Control,Rep2,101.88645950448213
Control,Rep2,113.78873166879741
Control,Rep2,89.31535256085198
Control,Rep2,83.06695498198627
Control,Rep2,115.35087261457532
Control,Rep2,95.13033328561315
Control,Rep2,100.3836889055685
Control,Rep2,100.96822552189467
Control,Rep2,84.10089086931109
Control,Rep2,93.32239508655387
Control,Rep2,84.74052525416279
Control,Rep2,74.8793657827963
Control,Rep2,112.4266185721255
Control,Rep2,82.51055317155839
Control,Rep2,98.1540391921555
Control,Rep2,106.11276918026691
Control,Rep2,84.0710433504766
Control,Rep2,90.15962437696912
Control,Rep3,129.3650117320711
Control,Rep3,91.86130878591234
Control,Rep3,103.89731309568991
Control,Rep3,99.42062759377703
Control,Rep3,112.89236521973785
Control,Rep3,97.99315931018364
Control,Rep3,104.86947476227344
Control,Rep3,85.48046224195114
Control,Rep3,99.817925247988
Control,Rep3,101.59800965865341
Control,Rep3,99.62677588516124
Control,Rep3,91.80013957032699
Control,Rep3,107.93003470275754
Control,Rep3,92.44531372618128
Control,Rep3,100.65920489917116
Control,Rep3,101.81508810789171
Control,Rep3,110.33674433098257
Control,Rep3,103.94876542408397
Control,Rep3,99.45385565076627
Control,Rep3,108.67033673348091
Control,Rep3,98.04743412537981
Control,Rep3,100.83011173230827
Control,Rep3,103.71353161392092
Control,Rep3,96.48062703126433
Control,Rep3,102.03672486837
Control,Rep3,113.445221163912
Control,Rep3,110.58200095979231
Control,Rep3,110.59062803150861
Control,Rep3,109.24346930733421
Control,Rep3,94.53981382037188
Control,Rep3,94.19004606520843
Control,Rep3,115.33802345002096
Control,Rep3,119.29531533441998
Control,Rep3,114.15402822243121
Control,Rep3,106.83799511437104
Control,Rep3,109.3687673592486
Control,Rep3,73.45016575365123
Control,Rep3,107.64544657754772
Control,Rep3,118.05863147136058
Control,Rep3,112.21706276687551
Control,Rep3,107.4984238121856
Control,Rep3,99.52294498302362
Control,Rep3,90.23996048167385
Control,Rep3,100.8728239153475
Control,Rep3,115.86612626306368
Control,Rep3,106.47530151640929
Control,Rep3,104.64202197450338
Control,Rep3,101.6823664618389
Control,Rep3,102.30921004361662
Control,Rep3,118.2494943890331
Control,Rep3,102.20514423634205
Control,Rep3,100.42088220935085
Control,Rep3,115.84988416047722
Control,Rep3,99.35389509723242
Control,Rep3,99.67438666069008
Control,Rep3,88.94691200119411
Control,Rep3,102.16343903860454
Control,Rep3,108.56739496482273
Control,Rep3,121.16195913891703
Control,Rep3,111.63639328395531
Control,Rep3,117.95423768931605
Control,Rep3,104.35136451555374
Control,Rep3,95.64578873861562
Control,Rep3,110.12231865538138
Control,Rep3,107.49784686489843
Control,Rep3,103.28608229680067
Control,Rep3,105.5549062595241
Control,Rep3,104.68903201998187
Control,Rep3,106.50592793730621
Control,Rep3,94.69319590148228
Control,Rep3,112.75291672364368
Control,Rep3,109.64373974452126
Control,Rep3,121.18571463553045
Control,Rep3,102.81016392696944
Control,Rep3,114.52060634574914
Control,Rep3,103.85526498757845
Control,Rep3,117.32221162673443
Control,Rep3,112.28582414000067
Control,Rep3,116.7268005680763
Control,Rep3,123.44435477044172
Control,Rep3,105.66562189840343
Control,Rep3,100.83096439205192
Control,Rep3,115.02438561872673
Control,Rep3,109.05488779733881
Control,Rep3,81.23180959479959
Control,Rep3,91.46350966186682
Control,Rep3,106.6527896077475
Control,Rep3,112.09259904363562
Control,Rep3,125.11997394929361
Control,Rep3,112.72621801506567
Control,Rep3,101.7641956405929
Control,Rep3,130.21826313151416
Control,Rep3,109.35353463360572
Control,Rep3,113.57344652495598
Control,Rep3,99.83973411521292
Control,Rep3,119.74064262520623
Control,Rep3,110.40779413907812
Control,Rep3,96.15058179787444
Control,Rep3,99.81079945552477
Control,Rep3,106.05442487887672
Control,Rep3,106.37383265822821
Control,Rep3,104.66453232507833
Control,Rep3,87.64241837524295
Control,Rep3,107.61317268992934
Control,Rep3,123.54003799167411
Control,Rep3,112.32977173755094
Control,Rep3,103.95390612588471
Control,Rep3,122.42136746151631
Control,Rep3,108.7261197643011
Control,Rep3,110.05690496379756
Control,Rep3,110.00096335168176
Control,Rep3,104.390763608224
Control,Rep3,100.65299448029646
Control,Rep3,115.10024677951434
Control,Rep3,103.0676295740458
Control,Rep3,85.16139308511056
Control,Rep3,118.58890165546994
Control,Rep3,115.67508775692357
Control,Rep3,105.98905735294714
Control,Rep3,99.42030963499458
Control,Rep3,108.3688036105611
Control,Rep3,107.32463849820854
Control,Rep3,108.61397917345712
Control,Rep3,94.11827001133258
Control,Rep3,106.02109202365762
Control,Rep3,110.93933617752892
Control,Rep3,113.01019792658936
Control,Rep3,108.06280622051219
Control,Rep3,102.91137427511764
Control,Rep3,110.06146474177487
Control,Rep3,100.37292995423131
Control,Rep3,130.08102836371964
Control,Rep3,102.05698066017025
Control,Rep3,115.96968790551615
Control,Rep3,97.98222609459367
Control,Rep3,89.57524717537831
Control,Rep3,100.51014804782537
Control,Rep3,110.98717831453236
Control,Rep3,98.70224403239985
Control,Rep3,107.56328605657384
Control,Rep3,92.06691170404432
Control,Rep3,99.2695650830851
Control,Rep3,111.4354955243015
Control,Rep3,99.27087688739479
Control,Rep3,98.74370092084598
Control,Rep3,121.95532670054855
Control,Rep3,100.56625511944895
Control,Rep3,107.89362070995524
Control,Rep3,98.13368349229073
Control,Rep3,98.84590167178071
Control,Rep3,117.67764577319636
Control,Rep3,94.89199590583618
Control,Rep3,100.05609705152703
Control,Rep3,99.74304767507272
Control,Rep3,114.58672640112488
Control,Rep3,94.70472839521176
Control,Rep3,119.76637002567492
Control,Rep3,99.86996617323595
Control,Rep3,92.41191873781023
Control,Rep3,116.76291607810178
Control,Rep3,113.06766452222425
Control,Rep3,111.0290676600564
Control,Rep3,111.22638060095969
Control,Rep3,102.23313093139421
Control,Rep3,103.3253990520845
Control,Rep3,104.67501825878217
Control,Rep3,82.67455779321389
Control,Rep3,92.57478770855376
Control,Rep3,108.78232261160576
Control,Rep3,105.37795885264838
Control,Rep3,105.99527279458201
Control,Rep3,108.89135391436787
Control,Rep3,107.5929067903893
Control,Rep3,117.38333183538792
Control,Rep3,89.70794878086241
Control,Rep3,108.14683042104521
Control,Rep3,86.25268671549253
Control,Rep3,99.42062465986564
Control,Rep3,109.54554871714726
Control,Rep3,116.81774217409097
Control,Rep3,93.99325927115842
Control,Rep3,106.16723762990296
Control,Rep3,93.47289048699452
Control,Rep3,92.6713948888302
Control,Rep3,97.29488808771526
Control,Rep3,117.24168660735619
Control,Rep3,94.69215153646567
Control,Rep3,115.29871242472889
Control,Rep3,116.7517942860674
Control,Rep3,99.98888519018973
Control,Rep3,107.11619253433717
Control,Rep3,112.72525198294599
Control,Rep3,97.45233324246591
Control,Rep3,99.1832569638433
Control,Rep3,86.04638607913088
Control,Rep3,114.37615693349707
Control,Rep3,107.94797852180918
Control,Rep3,104.98537276310067
Control,Rep3,97.76985683257891
Control,Rep3,100.3576650726932
Control,Rep3,102.2074728973011
Control,Rep3,105.2312447509645
Control,Rep3,112.89683849609919
Control,Rep3,103.40162799856596
Control,Rep3,96.00801440166704
Control,Rep3,115.40375656777088
Control,Rep3,93.25898188266555
Control,Rep3,102.796548243775
Control,Rep3,105.5149388758343
Control,Rep3,119.5764240188563
Control,Rep3,97.30641132950058
Control,Rep3,128.84318470811525
Control,Rep3,101.3565025129761
Control,Rep3,117.13222399966915
Control,Rep3,101.38355090113623
Control,Rep3,98.26945333141579
Control,Rep3,97.38673078813075
Control,Rep3,93.65687595754679
Control,Rep3,129.9540941571028
Control,Rep3,78.03265403746882
Control,Rep3,117.82267636018285
Control,Rep3,125.15745042474741
Control,Rep3,113.74808529407606
Control,Rep3,102.57001990147391
Control,Rep3,116.5482736487007
Control,Rep3,113.50865103715078
Control,Rep3,87.03540659491273
Control,Rep3,115.22604788937352
Control,Rep3,104.55130503535533
Control,Rep3,106.63610308936617
Control,Rep3,95.00797263219299
Control,Rep3,91.28035626040278
Control,Rep3,95.4814256818599
Control,Rep3,104.90873696277308
Control,Rep3,93.0164888583345
Control,Rep3,105.98940622138484
Control,Rep3,90.26036782325528
Control,Rep3,122.26254508613206
Control,Rep3,91.45449354589219
Control,Rep3,110.17860785325009
Control,Rep3,116.41036300050568
Control,Rep3,106.21908834224313
Control,Rep3,119.08554110168731
Control,Rep3,110.48761456163822
Control,Rep3,117.30508460015399
Control,Rep3,98.45776267637628
Control,Rep3,93.27742217036099
Control,Rep3,104.15274997128972
Control,Rep3,116.36476468482968
Control,Rep3,120.82026508754265
Control,Rep3,95.76258000804572
Control,Rep3,88.63999085034655
Control,Rep3,105.59200972154075
Control,Rep3,109.44979119944375
Control,Rep3,133.8049927186128
Control,Rep3,128.1044418643398
Control,Rep3,106.39995064550858
Control,Rep3,110.08243075376103
Control,Rep3,120.72387307706191
Control,Rep3,105.39968808509572
Control,Rep3,117.7299388983733
Control,Rep3,114.31132391127295
Control,Rep3,111.65847157251272
Control,Rep3,103.97212021673779
Control,Rep3,109.96713153332212
Control,Rep3,113.59198021377247
Control,Rep3,95.96132733711282
Control,Rep3,101.31901246375241
Control,Rep3,102.61804658563662
Control,Rep3,90.51226490660063
Control,Rep3,84.332101197572
Control,Rep3,104.5901452619703
Control,Rep3,109.49666736544665
Control,Rep3,94.78432792177105
Control,Rep3,87.69485104523835
Control,Rep3,118.44533049461084
Control,Rep3,116.15103805494665
Control,Rep3,104.56268206186883
Control,Rep3,115.0092614916748
Control,Rep3,86.0974993602347
Control,Rep3,105.17872767281088
Control,Rep3,104.03179362567396
Control,Rep3,108.73495746519743
Control,Rep3,105.8781450683895
Control,Rep3,111.51175035553663
Control,Rep3,100.22716054982241
Control,Rep3,113.20142647393875
Control,Rep3,106.4735625777741
Control,Rep3,94.00109714532515
Control,Rep3,110.10769208214221
Control,Rep3,115.00580624815986
Control,Rep3,108.98157994210051
Control,Rep3,101.58073876168484
Control,Rep3,109.40216775847435
Control,Rep3,108.8623521268373
Control,Rep3,93.03878241894684
Control,Rep3,123.62300072274728
Control,Rep3,112.26672030049323
Control,Rep3,114.5239326331871
Control,Rep3,96.21419537858327
Control,Rep3,99.40007389940834
Control,Rep3,105.02089418038534
Control,Rep3,94.5475497352428
Control,Rep3,100.75043792665329
Control,Rep3,115.31692772815413
Control,Rep3,128.37588849352295
Control,Rep3,123.2552912057576
Control,Rep3,114.47046278167225
Control,Rep3,114.75161117489404
Control,Rep3,114.94071433748967
Control,Rep3,107.20068714039753
Control,Rep3,100.35286403824074
Control,Rep3,92.85639284709004
Control,Rep3,111.84255289393627
Control,Rep3,116.03172643525953
Control,Rep3,107.11258272848488
Control,Rep3,117.83518832803887
Control,Rep3,117.89618580303905
Control,Rep3,100.70660006187103
Control,Rep3,94.50374880536505
Control,Rep3,86.55060640675663
Control,Rep3,100.05651465275098
Control,Rep3,98.09793635749816
Control,Rep3,106.53194680339689
Control,Rep3,96.9118930333478
Control,Rep3,85.16939761167106
Control,Rep3,112.2968068814379
Control,Rep3,108.2476188989427
Control,Rep3,116.28376310295964
Control,Rep3,106.96542331900956
Control,Rep3,124.58326665975997
Control,Rep3,106.96081162158247
Control,Rep3,106.99754458598103
Control,Rep3,100.2205396820823
Control,Rep3,107.83935071670506
Control,Rep3,102.70223902755491
Control,Rep3,114.25827642847192
Control,Rep3,95.44347184964612
Control,Rep3,120.77031108629225
Control,Rep3,132.26516226100745
Control,Rep3,92.0694464360417
Control,Rep3,112.16454743253256
Control,Rep3,107.35402001844075
Control,Rep3,97.62837486475996
Control,Rep3,78.18202477224162
Control,Rep3,100.71504852368454
Control,Rep3,112.27297023295176
Control,Rep3,92.10999320387067
Control,Rep3,110.65948420803761
Control,Rep3,117.27940421155454
Control,Rep3,138.31861630531614
Control,Rep3,102.05259547589768
Control,Rep3,100.60366540377761
Control,Rep3,113.92513405685796
Control,Rep3,124.74713777274948
Control,Rep3,101.34732233428686
Control,Rep3,116.12844580531805
Control,Rep3,99.96521879505764
Control,Rep3,121.17896596124403
Control,Rep3,133.51480165847124
Control,Rep3,96.09415213944959
Control,Rep3,97.68772966489905
Control,Rep3,103.04329864257623
Control,Rep3,102.35054831497285
Control,Rep3,110.45153849749349
Control,Rep3,105.79647285687196
Control,Rep3,106.55360057123853
Control,Rep3,86.08655968841029
Control,Rep3,97.23349716471242
Control,Rep3,119.36700821605868
Control,Rep3,99.87950142027037
Control,Rep3,97.45778966217385
Control,Rep3,106.30166788384042
Control,Rep3,101.68346878404172
Control,Rep3,112.47058006675053
Control,Rep3,111.67803530794558
Control,Rep3,105.10642809257084
Control,Rep3,106.23566536618509
Control,Rep3,111.00363936068689
Control,Rep3,115.7872778435319
Control,Rep3,92.01305548869414
Control,Rep3,96.95254657828508
Control,Rep3,113.94094587139959
Control,Rep3,87.10863737231585
Control,Rep3,95.38672690161367
Control,Rep3,106.60697190820186
Control,Rep3,108.3611702026725
Control,Rep3,96.44056041949216
Control,Rep3,99.31382532897912
Control,Rep3,102.36294183713137
Control,Rep3,112.26338532536391
Control,Rep3,85.97589919458684
Control,Rep3,112.54858572311842
Control,Rep3,116.53392991281495
Control,Rep3,92.69047577514925
Control,Rep3,86.81674309143503
Control,Rep3,109.40924145821766
